Atlanta,LS2,600,100
berlin52,LS2,600,100
Boston,LS2,600,100
Champaign,LS2,600,100
Cincinnati,LS2,600,100
Denver,LS2,600,100
NYC,LS2,600,100
Philadelphia,LS2,600,100
Roanoke,LS2,600,100
SanFrancisco,LS2,600,100
Toronto,LS2,600,100
UKansasState,LS2,600,100
ulysses16,LS2,600,100
UMissouri,LS2,600,100
